City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Crestview,US,2021-09-23 04:47:49,30.7621,-86.5705,69.08,80,1,3.0
294,Avarua,CK,2021-09-23 04:40:54,-21.2078,-159.775,73.45,60,78,8.05
295,Tokur,RU,2021-09-23 04:47:50,53.1333,132.9,54.03,40,0,3.18
296,Howard Springs,AU,2021-09-23 04:47:51,-12.497,131.047,91.31,15,17,4.27
297,Sao Joao Da Barra,BR,2021-09-23 04:47:52,-21.6403,-41.0511,64.85,62,17,12.48
298,Kununurra,AU,2021-09-23 04:47:52,-15.7667,128.7333,87.78,7,1,10.36
299,Bustos,PH,2021-09-23 04:47:53,14.9333,120.9333,90.99,61,95,2.89
300,Campbellton,CA,2021-09-23 04:47:54,48.0075,-66.6727,60.75,97,61,2.82
301,Yeppoon,AU,2021-09-23 04:47:54,-23.1333,150.7333,76.78,56,0,10.65
302,Pankovka,RU,2021-09-23 04:47:55,58.5,31.1999,42.35,96,100,3.94
303,Porto Novo,BJ,2021-09-23 04:47:56,6.4965,2.6036,75.02,94,98,2.59
304,Nuevitas,CU,2021-09-23 04:47:56,21.5453,-77.2644,74.64,85,4,4.94
305,Sumenep,ID,2021-09-23 04:47:57,-7.0167,113.8667,83.89,68,60,12.44
306,Carnarvon,AU,2021-09-23 04:43:08,-24.8667,113.6333,75.27,69,22,13.8
307,Alice Springs,AU,2021-09-23 04:43:04,-23.7,133.8833,72.95,11,20,11.5
308,Necochea,AR,2021-09-23 04:47:58,-38.5473,-58.7368,49.03,92,100,8.75
309,Sept-Iles,CA,2021-09-23 04:47:14,50.2001,-66.3821,57.72,91,90,1.99
310,Ratnapura,LK,2021-09-23 04:48:00,6.6828,80.3992,86.77,68,29,6.33
311,Bozoum,CF,2021-09-23 04:48:01,6.3193,16.3799,66.81,95,99,1.95
312,Bulnes,CL,2021-09-23 04:48:01,-36.7423,-72.2985,47.16,90,84,6.15
313,Petropavlovsk-Kamchatskiy,RU,2021-09-23 04:48:02,53.0452,158.6483,54.19,58,20,6.71
314,Nouadhibou,MR,2021-09-23 04:48:03,20.931,-17.0347,70.34,84,4,18.86
315,Nanortalik,GL,2021-09-23 04:48:03,60.1432,-45.2371,37.8,91,100,21.25
316,Veere,NL,2021-09-23 04:48:04,51.5483,3.6667,58.93,94,40,3.0
317,Kongsberg,NO,2021-09-23 04:48:05,59.6652,9.6465,54.46,84,100,3.0
318,Lompoc,US,2021-09-23 04:48:06,34.6391,-120.4579,62.1,86,90,4.61
319,Orlik,RU,2021-09-23 04:48:06,52.5178,99.825,46.9,29,61,3.0
320,Kota Tinggi,MY,2021-09-23 04:48:07,1.7381,103.8999,88.03,58,87,7.31
321,Westport,US,2021-09-23 04:48:08,41.1415,-73.3579,74.98,92,90,1.01
322,Wanaka,NZ,2021-09-23 04:46:32,-44.7,169.15,64.11,30,44,1.99
323,Gushikawa,JP,2021-09-23 04:48:09,26.3544,127.8686,87.03,88,90,8.05
324,Kiama,AU,2021-09-23 04:48:09,-34.6833,150.8667,80.38,49,1,5.26
325,Ayan,RU,2021-09-23 04:48:10,56.45,138.1667,55.11,56,0,8.43
326,Xichang,CN,2021-09-23 04:48:11,27.8964,102.2634,77.4,65,23,3.51
327,Kodiak,US,2021-09-23 04:48:12,57.79,-152.4072,47.71,66,90,18.41
328,Sorland,NO,2021-09-23 04:48:12,67.667,12.6934,48.27,71,100,23.44
329,Vanino,RU,2021-09-23 04:48:13,49.0869,140.2543,55.04,58,95,9.64
330,Along,IN,2021-09-23 04:48:15,28.1667,94.7667,89.8,49,60,0.74
331,Guerrero Negro,MX,2021-09-23 04:48:16,27.9769,-114.0611,74.1,79,11,11.27
332,Russell,US,2021-09-23 04:48:17,32.3502,-85.1999,62.11,81,1,9.22
333,Chuy,UY,2021-09-23 04:48:18,-33.6971,-53.4616,55.33,79,100,7.23
334,Arlit,NE,2021-09-23 04:48:18,18.7369,7.3853,84.81,33,58,9.84
335,Kingsville,US,2021-09-23 04:48:19,27.5159,-97.8561,80.46,77,20,0.0
336,Novikovo,RU,2021-09-23 04:48:20,51.1537,37.8879,46.26,88,100,4.16
337,Catuday,PH,2021-09-23 04:48:21,16.2923,119.8062,84.58,69,92,1.07
338,Kropotkin,RU,2021-09-23 04:48:22,45.4375,40.5756,55.11,72,100,4.43
339,Morehead,US,2021-09-23 04:48:22,37.2711,-87.1764,53.62,99,1,0.0
340,Nemuro,JP,2021-09-23 04:48:23,43.3236,145.575,73.83,93,56,2.53
341,Rawson,AR,2021-09-23 04:48:24,-43.3002,-65.1023,57.22,45,22,10.49
342,Trzebnica,PL,2021-09-23 04:48:25,51.3108,17.0633,51.37,94,47,8.37
343,Gambo,CF,2021-09-23 04:48:27,4.6482,22.2633,69.82,99,100,1.66
344,Goderich,CA,2021-09-23 04:45:04,43.7501,-81.7165,53.91,87,100,24.16
345,Erenhot,CN,2021-09-23 04:48:28,43.6475,111.9767,76.3,27,83,7.7
346,Paamiut,GL,2021-09-23 04:48:29,61.994,-49.6678,34.47,74,37,14.09
347,Ninohe,JP,2021-09-23 04:48:29,40.2724,141.3061,76.39,57,27,8.68
348,Bogovarovo,RU,2021-09-23 04:48:30,58.9785,47.0246,43.23,91,100,7.87
349,Alta Floresta,BR,2021-09-23 04:48:31,-9.8756,-56.0861,76.05,37,45,2.06
350,Eston,CA,2021-09-23 04:45:04,51.1501,-108.7514,57.92,49,92,12.88
351,Chapada Dos Guimaraes,BR,2021-09-23 04:48:32,-15.4606,-55.7497,74.86,37,2,1.86
352,Marawi,PH,2021-09-23 04:48:33,7.9986,124.2928,75.65,70,74,6.64
353,Chulman,RU,2021-09-23 04:48:33,56.8479,124.9104,56.35,50,100,10.27
354,Isiolo,KE,2021-09-23 04:48:34,0.3546,37.5822,71.94,54,6,8.61
355,Jabinyanah,TN,2021-09-23 04:48:34,35.035,10.9081,78.6,88,22,7.61
356,Mazamari,PE,2021-09-23 04:48:35,-11.3258,-74.5308,67.46,93,95,1.63
357,Lasa,IT,2021-09-23 04:48:36,46.6166,10.7002,51.26,47,50,2.04
358,Palmares Do Sul,BR,2021-09-23 04:48:37,-30.2578,-50.5097,60.67,67,97,15.52
359,Rio Muerto,MX,2021-09-23 04:48:38,27.4167,-110.2333,85.55,70,46,4.99
360,Axim,GH,2021-09-23 04:48:38,4.8699,-2.2405,75.83,92,100,3.65
361,Haukipudas,FI,2021-09-23 04:48:39,65.1765,25.3523,42.85,85,100,19.08
362,Constitucion,CL,2021-09-23 04:48:40,-35.3333,-72.4167,49.55,85,92,9.15
363,Yining,CN,2021-09-23 04:48:41,29.0361,114.5636,93.94,40,7,0.49
364,Kerrville,US,2021-09-23 04:48:42,30.0474,-99.1403,67.91,55,1,3.44
365,Khani,GE,2021-09-23 04:48:43,41.9563,42.9566,53.17,90,93,2.71
366,Khorixas,NA,2021-09-23 04:48:44,-20.3667,14.9667,68.04,16,26,6.02
367,Banyo,CM,2021-09-23 04:48:44,6.75,11.8167,64.18,97,98,2.46
368,Port Lincoln,AU,2021-09-23 04:45:05,-34.7333,135.8667,65.84,45,0,16.58
369,Kaka,TM,2021-09-23 04:48:46,37.3482,59.6143,82.09,12,0,11.03
370,Laguna,US,2021-09-23 04:48:47,38.421,-121.4238,80.46,43,1,1.99
371,Buguda,IN,2021-09-23 04:48:47,19.8167,84.8,86.29,72,87,5.41
372,Kushiro,JP,2021-09-23 04:48:48,42.975,144.3747,76.15,78,40,10.36
373,Katsuura,JP,2021-09-23 04:48:49,35.1333,140.3,86.11,61,8,16.78
374,Saryozek,KZ,2021-09-23 04:48:49,44.3583,77.9753,63.59,18,100,3.11
375,Kerns,CH,2021-09-23 04:48:51,46.9009,8.2765,50.99,93,75,5.75
376,Coahuayana,MX,2021-09-23 04:48:52,18.7333,-103.6833,77.77,93,4,2.33
377,Gazojak,TM,2021-09-23 04:48:53,41.1875,61.4036,72.1,12,1,17.72
378,Tautira,PF,2021-09-23 04:48:54,-17.7333,-149.15,77.02,68,9,7.76
379,Makaha,US,2021-09-23 04:48:55,21.4694,-158.2175,82.31,69,40,10.36
380,Aksu,CN,2021-09-23 04:48:56,41.1231,80.2644,76.77,22,10,9.75
381,Tazmalt,DZ,2021-09-23 04:48:57,36.3868,4.3989,74.89,55,82,5.97
382,Rocha,UY,2021-09-23 04:48:58,-34.4833,-54.3333,51.8,87,100,6.15
383,Chernyshevskiy,RU,2021-09-23 04:48:59,63.0128,112.4714,39.24,88,83,2.64
384,Voi,KE,2021-09-23 04:49:00,-3.3945,38.563,70.93,73,64,9.62
385,Tramandai,BR,2021-09-23 04:49:00,-29.9847,-50.1336,61.63,68,92,16.64
386,Waipawa,NZ,2021-09-23 04:49:01,-41.4122,175.5153,56.44,95,100,2.51
387,Mao,ES,2021-09-23 04:49:02,39.8885,4.2658,73.96,83,75,16.11
388,Puerto Carreno,CO,2021-09-23 04:49:02,6.189,-67.4859,74.12,88,100,3.15
389,Tiarei,PF,2021-09-23 04:49:03,-17.5333,-149.3333,77.02,71,10,10.67
390,Ati,TD,2021-09-23 04:49:04,13.2154,18.3353,79.27,71,99,12.35
391,Maniitsoq,GL,2021-09-23 04:49:04,65.4167,-52.9,31.05,40,64,6.31
392,Hualmay,PE,2021-09-23 04:49:05,-11.0964,-77.6139,62.08,86,87,8.5
393,Hobyo,SO,2021-09-23 04:49:06,5.3505,48.5268,80.73,76,93,22.24
394,Khuzhir,RU,2021-09-23 04:49:07,53.1939,107.3397,51.46,55,5,8.66
395,Komsomolskiy,UZ,2021-09-23 04:49:07,40.4272,71.7189,72.32,26,0,4.61
396,Vardo,NO,2021-09-23 04:49:08,70.3705,31.1107,46.6,78,100,24.23
397,Kawalu,ID,2021-09-23 04:49:08,-7.3817,108.2082,87.87,50,77,5.84
398,Cidreira,BR,2021-09-23 04:49:09,-30.1811,-50.2056,62.06,68,97,17.47
399,Wanning,CN,2021-09-23 04:49:09,18.8003,110.3967,83.1,80,100,6.08
400,Puerto Narino,CO,2021-09-23 04:49:11,-3.7703,-70.3831,71.55,99,100,2.42
401,Dingle,PH,2021-09-23 04:49:12,10.9995,122.6711,87.1,67,100,2.98
402,Gornopravdinsk,RU,2021-09-23 04:49:12,60.05,69.9,38.34,91,83,6.2
403,Sinnamary,GF,2021-09-23 04:49:14,5.3833,-52.95,79.52,85,83,9.35
404,Whitehorse,CA,2021-09-23 04:49:14,60.7161,-135.0538,36.37,80,90,3.44
405,Kavaratti,IN,2021-09-23 04:49:15,10.5669,72.642,82.56,76,100,16.55
406,Baykit,RU,2021-09-23 04:49:16,61.67,96.37,35.6,89,100,7.74
407,Taiyuan,CN,2021-09-23 04:49:16,37.8694,112.5603,64.26,77,40,6.71
408,Lakselv,NO,2021-09-23 04:49:18,70.0513,24.9718,48.02,76,90,19.57
409,Marsala,IT,2021-09-23 04:49:19,37.7966,12.4352,70.93,100,0,2.3
410,Ixtapa,MX,2021-09-23 04:49:19,20.7,-105.2,76.84,93,72,3.15
411,Laurel,US,2021-09-23 04:49:20,39.0993,-76.8483,76.46,94,90,5.01
412,Svetlogorsk,BY,2021-09-23 04:49:21,52.6333,29.7333,40.39,96,100,3.29
413,College,US,2021-09-23 04:49:21,64.8569,-147.8028,37.35,62,20,8.05
414,Eenhana,NA,2021-09-23 04:49:22,-17.4667,16.3333,71.35,22,100,6.17
415,Dekernes,EG,2021-09-23 04:49:24,31.0876,31.595,76.89,66,0,6.35
416,Touros,BR,2021-09-23 04:49:24,-5.1989,-35.4608,77.9,87,11,8.1
417,Maceio,BR,2021-09-23 04:49:25,-9.6658,-35.7353,78.24,94,75,4.61
418,Hailin,CN,2021-09-23 04:49:26,44.5833,129.4167,57.97,62,96,11.34
419,Noumea,NC,2021-09-23 04:49:27,-22.2763,166.4572,75.18,57,36,12.3
420,Dunedin,NZ,2021-09-23 04:49:28,-45.8742,170.5036,59.81,62,57,1.99
421,Nantucket,US,2021-09-23 04:46:46,41.2835,-70.0995,72.09,90,93,18.28
422,Shingu,JP,2021-09-23 04:49:30,33.7333,135.9833,84.9,46,18,4.23
423,Isabela,PH,2021-09-23 04:49:31,6.7085,121.9711,86.05,71,59,3.38
424,Smithers,CA,2021-09-23 04:49:31,54.7804,-127.1743,44.92,65,20,3.44
425,Aklavik,CA,2021-09-23 04:49:32,68.2191,-135.0107,32.83,76,100,7.49
426,Praia Da Vitoria,PT,2021-09-23 04:49:33,38.7333,-27.0667,68.76,88,40,10.83
427,Bay Roberts,CA,2021-09-23 04:49:33,47.5999,-53.2648,59.5,85,100,5.99
428,Trincomalee,LK,2021-09-23 04:49:34,8.5711,81.2335,88.52,60,30,11.99
429,Kondinskoye,RU,2021-09-23 04:49:35,59.6481,67.41,40.15,83,60,6.11
430,Dori,BF,2021-09-23 04:49:36,14.0354,-0.0345,79.25,66,100,14.23
431,Cookeville,US,2021-09-23 04:49:37,36.1628,-85.5016,54.63,93,90,1.01
432,Hambantota,LK,2021-09-23 04:49:38,6.1241,81.1185,89.94,70,20,10.36
433,Moerai,PF,2021-09-23 04:49:38,-22.4333,-151.3333,72.01,76,11,11.01
434,Klyuchi,RU,2021-09-23 04:49:39,52.2667,79.1667,41.79,88,100,6.53
435,Algodones,MX,2021-09-23 04:49:40,20.3888,-105.4773,75.09,89,53,4.25
436,Yibin,CN,2021-09-23 04:49:41,28.7667,104.6238,86.2,66,72,2.51
437,Agirish,RU,2021-09-23 04:49:41,61.9247,63.0231,44.35,70,25,5.84
438,Cabo Rojo,PR,2021-09-23 04:49:42,18.0866,-67.1457,79.68,89,17,9.48
439,Laredo,US,2021-09-23 04:44:44,27.5064,-99.5075,73.85,56,1,3.44
440,Vila Franca Do Campo,PT,2021-09-23 04:49:43,37.7167,-25.4333,68.41,75,71,7.81
441,Tres Passos,BR,2021-09-23 04:49:43,-27.4556,-53.9319,59.59,71,100,9.71
442,Puerto Escondido,MX,2021-09-23 04:46:18,15.85,-97.0667,79.47,81,29,4.76
443,Port Jervis,US,2021-09-23 04:49:45,41.3751,-74.6927,73.9,62,98,10.94
444,Asau,RO,2021-09-23 04:49:46,46.4333,26.4,47.75,93,100,1.5
445,Gohana,IN,2021-09-23 04:49:48,29.1333,76.7,79.32,81,100,10.04
446,Vila Velha,BR,2021-09-23 04:49:48,-20.3297,-40.2925,66.15,63,40,13.8
447,Janauba,BR,2021-09-23 04:49:49,-15.8025,-43.3089,71.53,69,75,13.31
448,Ballina,AU,2021-09-23 04:49:50,-28.8667,153.5667,77.18,57,0,11.1
449,Chumikan,RU,2021-09-23 04:49:51,54.7183,135.315,57.9,39,0,3.29
450,Zhangye,CN,2021-09-23 04:49:52,38.9342,100.4517,79.9,20,76,3.49
451,Kotlas,RU,2021-09-23 04:49:53,61.2611,46.6556,41.76,80,8,7.0
452,Kristiinankaupunki,FI,2021-09-23 04:49:53,62.2743,21.376,47.16,85,100,20.74
453,Kulhudhuffushi,MV,2021-09-23 04:49:55,6.6221,73.07,83.25,75,95,15.84
454,Mananjary,MG,2021-09-23 04:49:55,-21.2167,48.3333,72.64,74,36,4.27
455,Villa Sandino,NI,2021-09-23 04:49:56,12.0483,-84.9936,71.74,96,92,5.3
456,Iturama,BR,2021-09-23 04:49:57,-19.7281,-50.1956,68.38,48,1,14.32
457,Williams Lake,CA,2021-09-23 04:49:58,52.1415,-122.1445,60.37,40,75,1.01
458,Boysun,UZ,2021-09-23 04:50:00,38.2061,67.1986,73.87,22,0,4.5
459,Konya,TR,2021-09-23 04:50:00,38.1667,32.5,47.68,59,33,6.69
460,Lakes Entrance,AU,2021-09-23 04:50:01,-37.8811,147.981,75.58,48,0,7.45
461,Buraydah,SA,2021-09-23 04:50:02,26.326,43.975,79.25,15,7,5.08
462,Potsdam,DE,2021-09-23 04:50:05,52.3989,13.0657,53.19,90,18,8.55
463,Arman,RU,2021-09-23 04:50:06,59.7,150.1667,53.04,59,11,5.32
464,Saint-Joseph,RE,2021-09-23 04:50:07,-21.3667,55.6167,74.21,76,49,9.26
465,Gat,IL,2021-09-23 04:50:08,31.61,34.7642,75.9,100,0,10.47
466,Kananga,CD,2021-09-23 04:50:08,-5.8958,22.4178,72.66,74,52,2.8
467,Staroye Drozhzhanoye,RU,2021-09-23 04:50:09,54.7266,47.5677,48.36,88,100,13.67
468,Sainte-Thecle,CA,2021-09-23 04:50:10,46.8168,-72.4991,69.78,99,100,2.68
469,Sisimiut,GL,2021-09-23 04:50:11,66.9395,-53.6735,26.44,66,1,9.04
470,Kemijarvi,FI,2021-09-23 04:50:12,66.7131,27.4306,38.62,81,100,11.18
471,Saint-Pierre,RE,2021-09-23 04:50:13,-21.3393,55.4781,75.29,56,0,3.44
472,Torata,PE,2021-09-23 04:50:14,-17.0769,-70.8433,59.54,45,100,0.76
473,Vanavara,RU,2021-09-23 04:50:14,60.34,102.2797,39.72,60,68,8.46
474,Kitimat,CA,2021-09-23 04:50:15,54.0524,-128.6534,50.92,64,100,3.38
475,Carepa,CO,2021-09-23 04:50:16,7.7585,-76.6525,73.67,99,100,3.49
476,Hervey Bay,AU,2021-09-23 04:50:17,-25.2986,152.8535,77.04,60,16,12.93
477,Udachnyy,RU,2021-09-23 04:50:18,66.4167,112.4,43.48,51,27,12.55
478,Malanje,AO,2021-09-23 04:50:19,-9.5402,16.341,63.82,82,98,4.43
479,Rio Gallegos,AR,2021-09-23 04:50:19,-51.6226,-69.2181,41.05,65,0,10.36
480,Urengoy,RU,2021-09-23 04:50:20,65.9667,78.3667,36.43,77,58,12.5
481,Barcelona,ES,2021-09-23 04:47:51,41.3888,2.159,72.7,65,40,1.01
482,Mirnyy,RU,2021-09-23 04:50:21,62.5353,113.9611,47.28,58,35,5.21
483,Kamenka,RU,2021-09-23 04:50:22,51.3223,42.7678,48.52,69,94,5.21
484,Carupano,VE,2021-09-23 04:50:23,10.6678,-63.2585,78.24,89,8,6.4
485,Riverbank,US,2021-09-23 04:50:23,37.736,-120.9355,82.44,42,1,10.36
486,Cherskiy,RU,2021-09-23 04:50:24,68.75,161.3,33.31,81,100,4.9
487,Yar-Sale,RU,2021-09-23 04:50:25,66.8333,70.8333,40.26,74,100,20.04
488,Neuruppin,DE,2021-09-23 04:50:26,52.9282,12.8031,53.06,94,30,9.98
489,Da Lat,VN,2021-09-23 04:47:37,11.9465,108.4419,64.2,98,100,3.56
490,Arbon,CH,2021-09-23 04:50:27,47.5167,9.4333,49.95,95,75,2.3
491,Marienburg,PL,2021-09-23 04:50:28,54.0359,19.0266,55.06,96,74,10.11
492,Pangnirtung,CA,2021-09-23 04:50:29,66.1451,-65.7125,30.18,65,23,2.82
493,Waingapu,ID,2021-09-23 04:50:30,-9.6567,120.2641,87.84,49,19,20.96
494,Half Moon Bay,US,2021-09-23 04:46:10,37.4636,-122.4286,72.39,85,90,0.0
495,Polunochnoye,RU,2021-09-23 04:50:31,60.8697,60.4153,44.08,66,30,3.04
496,Port Keats,AU,2021-09-23 04:50:32,-14.25,129.55,92.16,15,52,2.13
497,Oriximina,BR,2021-09-23 04:43:38,-1.7656,-55.8661,75.51,78,42,4.18
498,Sibolga,ID,2021-09-23 04:50:33,1.7427,98.7792,86.99,57,85,5.61
499,Jiexiu,CN,2021-09-23 04:50:33,37.0244,111.9125,60.48,95,100,5.91
500,Vila Vicosa,PT,2021-09-23 04:50:33,38.7777,-7.4179,58.68,93,80,7.09
501,Melo,UY,2021-09-23 04:50:34,-32.3667,-54.1833,50.45,92,100,9.51
502,Dakar,SN,2021-09-23 04:50:34,14.6937,-17.4441,79.68,82,84,9.17
503,Venice,US,2021-09-23 04:50:35,27.0998,-82.4543,80.98,93,20,4.61
504,Marabba,SD,2021-09-23 04:50:35,12.35,32.1833,78.04,77,44,11.16
505,Salaya,IN,2021-09-23 04:50:36,22.3167,69.6,84.07,71,54,12.3
506,Yaan,NG,2021-09-23 04:50:37,7.3833,8.5667,71.24,98,99,3.09
507,Matagami,CA,2021-09-23 04:50:38,49.7502,-77.6328,42.91,87,1,4.61
508,Usinsk,RU,2021-09-23 04:50:38,65.9939,57.5281,39.34,71,2,5.64
509,Severodvinsk,RU,2021-09-23 04:50:38,64.5635,39.8302,37.51,90,21,10.87
510,Flinders,AU,2021-09-23 04:50:39,-34.5833,150.8552,80.19,49,1,1.99
511,Vostok,RU,2021-09-23 04:50:40,46.4856,135.8833,45.7,95,100,4.36
512,Cabul-An,PH,2021-09-23 04:50:41,10.15,124.05,87.89,66,40,9.22
513,Buala,SB,2021-09-23 04:50:41,-8.145,159.5921,83.5,70,60,5.55
514,Yarim,YE,2021-09-23 04:50:42,14.298,44.3779,64.42,21,80,12.5
515,Sola,VU,2021-09-23 04:43:56,-13.8833,167.55,78.76,77,91,9.93
516,Ust-Ishim,RU,2021-09-23 04:50:43,57.6935,71.1665,39.24,80,53,5.35
517,Davila,PH,2021-09-23 04:50:44,18.4726,120.5763,89.58,75,30,4.47
518,Barstow,US,2021-09-23 04:50:44,34.8986,-117.0228,81.95,36,0,10.33
519,Denia,ES,2021-09-23 04:50:45,38.8408,0.1057,69.75,87,29,3.0
520,Fernie,CA,2021-09-23 04:50:45,49.5,-115.0687,62.69,74,29,2.28
521,Xinzhi,CN,2021-09-23 04:50:46,36.4989,111.7047,65.5,85,100,5.66
522,Benguela,AO,2021-09-23 04:50:47,-12.5763,13.4055,68.38,93,72,7.0
523,Harlow,GB,2021-09-23 04:50:47,51.7766,0.1116,55.94,93,97,8.05
524,Koslan,RU,2021-09-23 04:50:48,63.4564,48.8989,39.96,83,9,7.2
525,Kodinsk,RU,2021-09-23 04:50:49,58.6881,99.1844,38.84,83,100,4.34
526,Itaituba,BR,2021-09-23 04:50:49,-4.2761,-55.9836,75.63,76,76,0.96
527,Resistencia,AR,2021-09-23 04:49:44,-27.4606,-58.9839,66.25,75,0,6.91
528,Chaman,PK,2021-09-23 04:50:51,30.9236,66.4512,83.66,14,0,4.16
529,Naze,JP,2021-09-23 04:50:52,28.3667,129.4833,85.12,59,0,12.62
530,Marang,MY,2021-09-23 04:50:52,5.2056,103.2059,87.71,66,100,3.58
531,Astoria,US,2021-09-23 04:50:53,46.1879,-123.8313,59.88,90,90,1.01
532,Kieta,PG,2021-09-23 04:50:54,-6.2167,155.6333,82.69,72,100,4.68
533,Boca Do Acre,BR,2021-09-23 04:50:54,-8.7522,-67.3978,75.72,80,96,2.84
534,Iaciara,BR,2021-09-23 04:50:55,-14.0958,-46.6317,85.64,22,76,3.13
535,Ngama,TD,2021-09-23 04:50:56,11.7833,17.1667,75.18,82,100,7.25
536,Taoudenni,ML,2021-09-23 04:50:56,22.6783,-3.9836,89.42,11,34,6.78
537,Kenai,US,2021-09-23 04:50:57,60.5544,-151.2583,42.15,65,90,6.91
538,Ust-Koksa,RU,2021-09-23 04:50:58,50.2696,85.6108,47.05,27,100,2.13
539,Kintampo,GH,2021-09-23 04:51:00,8.0563,-1.7306,70.02,94,100,2.53
540,Miyazu,JP,2021-09-23 04:51:00,35.5333,135.1833,82.6,76,42,9.15
541,Yumen,CN,2021-09-23 04:51:01,40.2833,97.2,70.11,21,77,15.7
542,Verkhoyansk,RU,2021-09-23 04:51:02,67.5447,133.385,52.81,37,26,7.52
543,Karasjok,NO,2021-09-23 04:51:03,69.4719,25.5112,44.71,92,100,14.29
544,Anadyr,RU,2021-09-23 04:51:04,64.75,177.4833,34.3,93,75,13.42
545,Muzhi,RU,2021-09-23 04:51:05,65.3667,64.6667,41.22,71,30,11.61
546,Bubaque,GW,2021-09-23 04:51:06,11.2833,-15.8333,80.94,78,100,12.91
547,Ostrovnoy,RU,2021-09-23 04:43:03,68.0531,39.5131,41.47,79,0,20.69
548,Zaraza,VE,2021-09-23 04:51:08,9.3503,-65.3245,74.82,94,73,3.18
549,Birao,CF,2021-09-23 04:51:08,10.2849,22.7882,70.2,95,100,3.53
550,Bad Sachsa,DE,2021-09-23 04:51:09,51.595,10.5555,50.14,96,38,3.56
551,Salumbar,IN,2021-09-23 04:51:10,24.1333,74.05,85.48,75,83,6.8
552,Ak-Dovurak,RU,2021-09-23 04:51:11,51.1833,90.6,47.7,42,82,2.37
553,Macon,US,2021-09-23 04:51:11,39.8667,-88.9668,54.3,71,1,9.22
554,Aleksandrov Gay,RU,2021-09-23 04:51:12,50.147,48.5704,59.72,36,100,10.31
555,Ryotsu,JP,2021-09-23 04:51:12,38.0833,138.4333,80.56,70,0,20.07
556,Teknaf,BD,2021-09-23 04:51:13,20.8624,92.3058,86.41,66,100,4.85
557,Preobrazheniye,RU,2021-09-23 04:51:14,42.9019,133.9064,60.37,86,100,11.48
558,Haicheng,CN,2021-09-23 04:51:14,40.8516,122.7475,64.42,73,79,8.66
559,Sillamae,EE,2021-09-23 04:51:15,59.3997,27.7547,44.29,78,96,8.41
560,Havoysund,NO,2021-09-23 04:43:23,70.9963,24.6622,49.08,81,100,14.7
561,Carahue,CL,2021-09-23 04:51:15,-38.7,-73.1667,41.2,93,54,1.39
562,Mantua,IT,2021-09-23 04:51:16,45.1667,10.7833,61.83,88,13,1.99
